id,organization_id,url,type,species,breeds_primary,breeds_secondary,breeds_mixed,breeds_unknown,colors_primary,colors_secondary,colors_tertiary,age,gender,size,coat,spayed_neutered,house_trained,declawed,special_needs,shots_current,environment_children,environment_dogs,environment_cats,tag1,tag2,tag3,tag4,tag5,name,description,photos_small,photos_medium,photos_large,photos_full,status,published_at,contact_email,contact_phone,contact_address1,contact_address2,contact_address_city,contact_address_state,contact_address_postcode,country,links
44526026,TN488,https://www.petfinder.com/dog/brianna-44526026/in/cicero/blackjack-animal-rescue-tn488/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Catahoula Leopard Dog,Shepherd,TRUE,FALSE,Bicolor,Black,Merle (Blue),Baby,Female,Large,Medium,FALSE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Brianna,"Briana is an 11 week old female, smallest of this litter at only 11 pounds. What she lacks in size...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526026/2/?bust=1556023634&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526026/2/?bust=1556023634&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526026/2/?bust=1556023634&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526026/2/?bust=1556023634,adoptable,2019-04-23T12:48:02+0000,info@blackjackrescue.org,null,null,null,Cicero,IN,46034,US,/v2/animals/44526026
44526031,PA265,https://www.petfinder.com/dog/shae-44526031/pa/washington/pet-search-pa265/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Black,White / Cream,null,Adult,Female,Medium,Short,TRUE,TRUE,null,FALSE,TRUE,null,TRUE,TRUE,,,,,,Shae,Shae and her 9- one week old babies came to Pet Search in March from a high kill dog pound...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526031/1/?bust=1556023446&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526031/1/?bust=1556023446&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526031/1/?bust=1556023446&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526031/1/?bust=1556023446,adoptable,2019-04-23T12:46:20+0000,ksam10@pulsenet.com,724.225.6587,327 Washington Road,null,Washington,PA,15301,US,/v2/animals/44526031
44526019,MA128,https://www.petfinder.com/dog/dash-44526019/ma/gloucester/cape-ann-animal-aid-ma128/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Retriever,null,TRUE,FALSE,null,null,null,Baby,Male,Large,Short,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Dash,"We heard that you were looking to add a canine pal to your daily routine, and luckily we have two...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526019/1/?bust=1556023489&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526019/1/?bust=1556023489&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526019/1/?bust=1556023489&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526019/1/?bust=1556023489,adoptable,2019-04-23T12:45:06+0000,info@capeannanimalaid.org,(978) 283-6055,4 Paws Lane,null,Gloucester,MA,1930,US,/v2/animals/44526019
44526027,IN713,https://www.petfinder.com/dog/mouse-44526027/in/indianapolis/medical-mutts-in713/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Border Collie,Whippet,TRUE,FALSE,Black,White / Cream,null,Young,Female,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,FALSE,TRUE,null,,,,,,Mouse,Are you an active person looking for a dog who also wants to be on the go?  Then MOUSE is...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526027/1/?bust=1556023261&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526027/1/?bust=1556023261&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526027/1/?bust=1556023261&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526027/1/?bust=1556023261,adoptable,2019-04-23T12:44:54+0000,medicalmuttsadopt@gmail.com,(317) 991-5400,null,null,Indianapolis,IN,46268,US,/v2/animals/44526027
44526017,NE91,https://www.petfinder.com/dog/wendy-44526017/ne/walthill/12-hills-dog-rescue-ne91/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,TRUE,FALSE,Bicolor,null,null,Baby,Female,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Wendy,This is Wendy.  She is an 8 week old lab mix female.  Wendy has beautiful shading of brown on her...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526017/2/?bust=1556023027&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526017/2/?bust=1556023027&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526017/2/?bust=1556023027&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526017/2/?bust=1556023027,adoptable,2019-04-23T12:42:11+0000,12hillsdogrescue@gmail.com,402-846-5100,3175 H Avenue,null,Walthill,NE,68067,US,/v2/animals/44526017
44526025,MA487,https://www.petfinder.com/dog/bo-44526025/ma/hull/survivor-tails-animal-rescue-ma487/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,Pit Bull Terrier,TRUE,FALSE,Black,White / Cream,null,Adult,Male,Medium,null,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,TRUE,,,,,,Bo,Name: Bo \nSex: Male\nBreed:  Lab/Pit Mix\nAge: 3 years\nWeight: 50 lbs\nGood with:People and teenagers\n\nBo is pretty...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526025/2/?bust=1556023181&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526025/2/?bust=1556023181&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526025/2/?bust=1556023181&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526025/2/?bust=1556023181,adoptable,2019-04-23T12:40:55+0000,adoptions@survivortails.org,null,null,null,Hull,MA,2045,US,/v2/animals/44526025
44526022,GA864,https://www.petfinder.com/dog/sheldon-44526022/ga/peachtree-city/hounds-in-pounds-inc-ga864/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Terrier,null,TRUE,FALSE,Apricot / Beige,null,null,Adult,Male,Small,Medium,TRUE,TRUE,null,FALSE,TRUE,TRUE,null,null,,,,,,Sheldon,Sheldon is brand new to our rescue so we are just learning about him.  \n\nSheldon is around 6 and appears...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526022/3/?bust=1556023154&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526022/3/?bust=1556023154&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526022/3/?bust=1556023154&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526022/3/?bust=1556023154,adoptable,2019-04-23T12:40:51+0000,hipadoptionteam@gmail.com,null,null,null,Peachtree City,GA,30269,US,/v2/animals/44526022
44526023,MD455,https://www.petfinder.com/dog/harper-44526023/md/baltimore/wings-of-love-kuwait-md455/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Shepherd,null,TRUE,FALSE,null,null,null,Young,Female,Medium,Medium,TRUE,TRUE,null,FALSE,TRUE,null,null,null,,,,,,Harper,Adoption Fee: $500\n\n**BECAUSE WE ARE A SMALL RESCUE WITH LIMITED RESOURCES WE CURRENTLY ONLY ADOPT WITHIN ONE HOUR OF...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526023/1/?bust=1556023171&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526023/1/?bust=1556023171&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526023/1/?bust=1556023171&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526023/1/?bust=1556023171,adoptable,2019-04-23T12:40:35+0000,wingsoflovekuwait@gmail.com,null,null,null,Baltimore,MD,21230,US,/v2/animals/44526023
44526013,IN590,https://www.petfinder.com/dog/puppies-44526013/in/quincy/indiana-gsd-and-siberian-husky-rescue-inc-in590/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Great Pyrenees,German Shorthaired Pointer,TRUE,FALSE,Black,White / Cream,null,Baby,Male,Large,Medium,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,Playful,Loving,,,,Puppies,We have 4 puppies 3 Males and 1 female. There mother is a AKC Registered Great Pyrenees and the daddy...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526013/2/?bust=1556046674&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526013/2/?bust=1556046674&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526013/2/?bust=1556046674&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526013/2/?bust=1556046674,adoptable,2019-04-23T12:36:47+0000,jzlawn68@aol.com,null,null,null,Quincy,IN,47456,US,/v2/animals/44526013
44526015,GA864,https://www.petfinder.com/dog/sherlock-44526015/ga/peachtree-city/hounds-in-pounds-inc-ga864/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Scottish Terrier,null,TRUE,FALSE,Black,Black,null,Adult,Male,Small,Medium,TRUE,TRUE,null,FALSE,TRUE,null,null,null,,,,,,Sherlock,Sherlock is brand new to our rescue so we are just learning about him.  \n\nSherlock is around 3 and appears...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526015/1/?bust=1556022834&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526015/1/?bust=1556022834&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526015/1/?bust=1556022834&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526015/1/?bust=1556022834,adoptable,2019-04-23T12:36:42+0000,hipadoptionteam@gmail.com,null,null,null,Peachtree City,GA,30269,US,/v2/animals/44526015
44526010,MA128,https://www.petfinder.com/dog/chip-44526010/ma/gloucester/cape-ann-animal-aid-ma128/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Dachshund,null,TRUE,FALSE,null,null,null,Baby,Male,Small,Short,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Chip,Hi there! We are the Disney Litter! What's better than Walt Disney? Maybe some sweet low rider puppies perhaps. The...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526010/1/?bust=1556022843&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526010/1/?bust=1556022843&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526010/1/?bust=1556022843&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526010/1/?bust=1556022843,adoptable,2019-04-23T12:34:34+0000,info@capeannanimalaid.org,(978) 283-6055,4 Paws Lane,null,Gloucester,MA,1930,US,/v2/animals/44526010
44525981,FL787,https://www.petfinder.com/dog/maverick-44525981/ny/saratoga-springs/lucky-puppy-dog-rescue-and-kennel-inc-fl787/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Basset Hound,Black Labrador Retriever,TRUE,FALSE,Black,White / Cream,null,Baby,Male,Medium,Short,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Maverick,"How we love this litter! We loved mom, and every puppy she delivered is entirely too cute with an amazing...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525981/1/?bust=1556021076&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525981/1/?bust=1556021076&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525981/1/?bust=1556021076&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525981/1/?bust=1556021076,adoptable,2019-04-23T12:32:16+0000,luckypuppyrescue@aol.com,null,null,null,Saratoga Springs,NY,12866,US,/v2/animals/44525981
44526011,NC952,https://www.petfinder.com/dog/eve-44526011/nc/richlands/adoption-first-animal-rescue-nc952/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,TRUE,FALSE,null,null,null,Baby,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Eve,Eve is a female lab mix and estimated around 5 months old. She is good with other dogs and kids.,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526011/1/?bust=1556022674&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526011/1/?bust=1556022674&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526011/1/?bust=1556022674&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526011/1/?bust=1556022674,adoptable,2019-04-23T12:31:37+0000,adoptions@adoptionfirstanimalrescue.com,null,100 Fall Creek Dr,null,Richlands,NC,28574,US,/v2/animals/44526011
44526007,FL249,https://www.petfinder.com/dog/yam-44526007/fl/clermont/south-lake-animal-league-fl249/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Schnauzer,null,FALSE,FALSE,Gray / Blue / Silver,White / Cream,null,Adult,Female,Small,Wire,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Yam,______\nDOB/AGE: 03/02/2015\nWEIGHT (GROWN): 12 lbs \n\nYou will need to complete an application before a Meet & Greet can...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526007/1/?bust=1556022476&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526007/1/?bust=1556022476&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526007/1/?bust=1556022476&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526007/1/?bust=1556022476,adoptable,2019-04-23T12:30:26+0000,theanimalleague@yahoo.com,352-429-6334,4648 Baptist Island Road,Groveland FL 32736,Clermont,FL,34712,US,/v2/animals/44526007
44526008,NC952,https://www.petfinder.com/dog/lilly-44526008/nc/richlands/adoption-first-animal-rescue-nc952/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Cattle Dog,null,TRUE,FALSE,null,null,null,Adult,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Lilly,Lilly is a female lab or cattledog mix. She is estimated around a year old. She loves to play with...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526008/1/?bust=1556022469&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526008/1/?bust=1556022469&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526008/1/?bust=1556022469&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526008/1/?bust=1556022469,adoptable,2019-04-23T12:28:12+0000,adoptions@adoptionfirstanimalrescue.com,null,100 Fall Creek Dr,null,Richlands,NC,28574,US,/v2/animals/44526008
44526004,GA336,https://www.petfinder.com/dog/kingston-44526004/ga/lawrenceville/society-of-humane-friends-of-ga-inc-ga336/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Poodle,Yorkshire Terrier,TRUE,FALSE,"Tricolor (Brown, Black, & White)",null,null,Adult,Male,Small,Curly,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,TRUE,,,,,,Kingston,Kingston is the cutest little guy. He is one year old and he weighs about 12 pounds. We think he’s...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526004/1/?bust=1556022379&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526004/1/?bust=1556022379&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526004/1/?bust=1556022379&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526004/1/?bust=1556022379,adoptable,2019-04-23T12:27:49+0000,sohfga@gmail.com,PLEASE EMAIL US,PO Box 1416,null,Lawrenceville,GA,30046,US,/v2/animals/44526004
44526005,NC952,https://www.petfinder.com/dog/lucy-44526005/nc/richlands/adoption-first-animal-rescue-nc952/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,null,null,null,Adult,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Lucy,Lucy is a female bully mix and estimated around 3 years old. She is good with dogs and kids and...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526005/1/?bust=1556022407&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526005/1/?bust=1556022407&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526005/1/?bust=1556022407&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526005/1/?bust=1556022407,adoptable,2019-04-23T12:27:06+0000,adoptions@adoptionfirstanimalrescue.com,null,100 Fall Creek Dr,null,Richlands,NC,28574,US,/v2/animals/44526005
44525986,ME77,https://www.petfinder.com/dog/laffy-sweet-terrier-girl-44525986/nh/nashua/paws-and-claws-new-england-me77/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Border Terrier,null,TRUE,FALSE,null,null,null,Baby,Female,Small,Medium,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,sweet,active,,,smart,Laffy-  sweet terrier girl!,Laffy is a darling 4 1/2 month old puppy needing a home. She is 13.8 pounds\nand will probably be...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525986/1/?bust=1556021823&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525986/1/?bust=1556021823&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525986/1/?bust=1556021823&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525986/1/?bust=1556021823,adoptable,2019-04-23T12:26:25+0000,riopuppy3@gmail.com,null,null,null,Nashua,NH,3060,US,/v2/animals/44525986
44525999,FL249,https://www.petfinder.com/dog/noodles-44525999/fl/clermont/south-lake-animal-league-fl249/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Boston Terrier,null,FALSE,FALSE,Red / Chestnut / Orange,White / Cream,null,Adult,Female,Small,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Noodles,______\nDOB/AGE: 03/02/2017\nWEIGHT (GROWN): 13 lbs \n\nNoodles is currently being treated for heart worm but is adoptable!\n\nYou will...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525999/1/?bust=1556022291&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525999/1/?bust=1556022291&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525999/1/?bust=1556022291&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525999/1/?bust=1556022291,adoptable,2019-04-23T12:26:11+0000,theanimalleague@yahoo.com,352-429-6334,4648 Baptist Island Road,Groveland FL 32736,Clermont,FL,34712,US,/v2/animals/44525999
44526003,NC952,https://www.petfinder.com/dog/josey-44526003/nc/richlands/adoption-first-animal-rescue-nc952/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Cattle Dog,null,FALSE,FALSE,null,null,null,Adult,Male,Medium,null,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Josey,Josey is a male cattledog/healer mix. He is around a year old. He does well with other dogs. He is...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526003/1/?bust=1556022354&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526003/1/?bust=1556022354&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526003/1/?bust=1556022354&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526003/1/?bust=1556022354,adoptable,2019-04-23T12:26:08+0000,adoptions@adoptionfirstanimalrescue.com,null,100 Fall Creek Dr,null,Richlands,NC,28574,US,/v2/animals/44526003
44525993,MD455,https://www.petfinder.com/dog/foxy-44525993/md/baltimore/wings-of-love-kuwait-md455/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Shepherd,null,TRUE,FALSE,null,null,null,Young,Female,Medium,Medium,TRUE,TRUE,null,FALSE,TRUE,null,null,null,Young,playful,,,,Foxy,**BECAUSE WE ARE A SMALL RESCUE WITH LIMITED RESOURCES WE CURRENTLY ONLY ADOPT WITHIN ONE HOUR OF BALTIMORE CITY**\n\nThis...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525993/2/?bust=1556022220&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525993/2/?bust=1556022220&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525993/2/?bust=1556022220&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525993/2/?bust=1556022220,adoptable,2019-04-23T12:24:42+0000,wingsoflovekuwait@gmail.com,null,null,null,Baltimore,MD,21230,US,/v2/animals/44525993
44526001,NC952,https://www.petfinder.com/dog/clara-44526001/nc/richlands/adoption-first-animal-rescue-nc952/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,Australian Shepherd,TRUE,FALSE,null,null,null,Adult,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Clara,Clara is a female pit/Aussie mix and estimated around 2 years old. She loves to give kisses! She did test...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526001/1/?bust=1556022245&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526001/1/?bust=1556022245&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526001/1/?bust=1556022245&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44526001/1/?bust=1556022245,adoptable,2019-04-23T12:24:26+0000,adoptions@adoptionfirstanimalrescue.com,null,100 Fall Creek Dr,null,Richlands,NC,28574,US,/v2/animals/44526001
44525998,NY645,https://www.petfinder.com/dog/gidget-44525998/ny/honeoye-falls/bluemoon-meadows-ny645/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Whippet,null,TRUE,FALSE,Brindle,null,null,Young,Female,Medium,Short,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Gidget,"Hi! My name is Gidget. I’m an 11 month old, 27 pound Whippet mix. I was adopted from a shelter...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525998/1/?bust=1556022203&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525998/1/?bust=1556022203&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525998/1/?bust=1556022203&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525998/1/?bust=1556022203,adoptable,2019-04-23T12:23:36+0000,dee@bluemoonmeadows.org,585-624-9328     ,null,null,Honeoye Falls,NY,14472,US,/v2/animals/44525998
44525997,NC952,https://www.petfinder.com/dog/bug-eye-44525997/nc/richlands/adoption-first-animal-rescue-nc952/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,FALSE,FALSE,null,null,null,Adult,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Bug Eye,Bug eye is a female pit mix about 40lbs of cuteness and estimated around 3 years old. She is good...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525997/1/?bust=1556022176&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525997/1/?bust=1556022176&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525997/1/?bust=1556022176&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525997/1/?bust=1556022176,adoptable,2019-04-23T12:23:29+0000,adoptions@adoptionfirstanimalrescue.com,null,100 Fall Creek Dr,null,Richlands,NC,28574,US,/v2/animals/44525997
44525990,NY645,https://www.petfinder.com/dog/bart-44525990/ny/honeoye-falls/bluemoon-meadows-ny645/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Beagle,Retriever,TRUE,FALSE,Harlequin,"Tricolor (Brown, Black, & White)",null,Young,Male,Medium,Short,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Bart,"Bart is a 3 year old, 27 pound Beagle/Retriever mix with the face of a puppy. He was found as...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525990/1/?bust=1556021812&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525990/1/?bust=1556021812&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525990/1/?bust=1556021812&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525990/1/?bust=1556021812,adoptable,2019-04-23T12:22:42+0000,dee@bluemoonmeadows.org,585-624-9328     ,null,null,Honeoye Falls,NY,14472,US,/v2/animals/44525990
44525996,NC952,https://www.petfinder.com/dog/aubrey-44525996/nc/richlands/adoption-first-animal-rescue-nc952/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Hound,null,TRUE,FALSE,null,null,null,Adult,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Aubrey,Aubrey is a female hound mix and estimated around 4 years old. She does well with other dogs and cats...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525996/1/?bust=1556022122&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525996/1/?bust=1556022122&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525996/1/?bust=1556022122&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525996/1/?bust=1556022122,adoptable,2019-04-23T12:22:23+0000,adoptions@adoptionfirstanimalrescue.com,null,100 Fall Creek Dr,null,Richlands,NC,28574,US,/v2/animals/44525996
44525992,IN32,https://www.petfinder.com/dog/jubilee-44525992/in/martinsville/morgan-county-humane-society-in32/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,null,null,null,Adult,Female,Medium,null,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Jubilee,"If only Jubilee could tells us her adventures! She spent 6 months or more this past winter on her own,...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525992/1/?bust=1556021829&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525992/1/?bust=1556021829&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525992/1/?bust=1556021829&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44525992/1/?bust=1556021829,adoptable,2019-04-23T12:18:06+0000,adoptions@mchumanesoc.org,(765) 349-9177,690 W. Mitchell Avenue,null,Martinsville,IN,46151,US,/v2/animals/44525992
